AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,CODPERSO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209,P210,P211A,P211D,P212,P213,P214,P215,P216,P217,T211,OCUPAC_R3,OCUPAC_R4,RAMA_R3,RAMA_R4,CODTAREA,CODTIEMPO,TICUEST01,FACPOB
2025,01,015009,012,11,010101,4,4,01,20250150090121101,1,1,1,1,2, ,1,45, ,5, , , ,1,1,1, , , , , , , , , , ,2,333.512304028555
2025,01,015009,012,11,010101,4,4,02,20250150090121102,3,1,3,1,2, ,2,20, ,6, , , ,2,2,2, , , , , , , , , , ,2,380.999876429869
2025,01,015009,025,11,010101,4,4,01,20250150090251101,1,1,1,1,2, ,1,42, ,1, , , ,1,1,1, , , , , , , , , , ,2,495.705946509763
2025,01,015009,025,11,010101,4,4,02,20250150090251102,2,1,2,1,2, ,2,36, ,1, , , ,2,2,2, , , , , , , , , , ,2,426.265172601004
2025,01,015009,025,11,010101,4,4,03,20250150090251103,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3, , , , , , , , , , ,2,380.999876429869
2025,01,015009,025,11,010101,4,4,04,20250150090251104,3,1,3,1,2, ,2,16, ,6,2,10, ,4,4,4, , , ,11, , , , , , ,2,380.999876429869
2025,01,015009,025,11,010101,4,4,05,20250150090251105,3,1,3,1,2, ,2,8, , ,2,10, ,5,5,0, , , ,11, , , , , , ,2,444.529335116163
2025,01,015009,025,11,010101,4,4,06,20250150090251106,3,1,3,1,2, ,2,8, , ,2,10, ,6,6,0, , , ,11, , , , , , ,2,444.529335116163
2025,01,015009,049,11,010101,4,4,01,20250150090491101,1,1,1,1,2, ,2,44, ,5, , , ,1,1,1, , , , , , , , , , ,2,426.265172601004
2025,01,015009,049,11,010101,4,4,02,20250150090491102,3,1,3,1,2, ,1,24, ,6, , , ,2,2,2, , , , , , , , , , ,2,407.212856337263
2025,01,015009,049,11,010101,4,4,03,20250150090491103,3,1,3,1,2, ,1,5, , ,2,10, ,3,3,0, , , ,11, , , , , , ,2,411.235551302208
2025,01,015009,061,11,010101,4,4,01,20250150090611101,1,0,1,1,2, ,2,78, ,3, , , ,1,1,1, , , , , , , , , , ,2,214.439745409305
2025,01,015009,074,11,010101,4,4,01,20250150090741101,1,1,1,1,2, ,2,33, ,1, , , ,1,1,1, , , , , , , , , , ,2,426.265172601004
2025,01,015009,074,11,010101,4,4,02,20250150090741102,2,1,2,1,2, ,1,27, ,1, , , ,2,2,2, , , , , , , , , , ,2,495.705946509763
2025,01,015009,074,11,010101,4,4,03,20250150090741103,3,1,3,1,2, ,2,0,3, , , , ,0,3,0, , , , , , , , , , ,2,444.529335116163
2025,01,015009,086,11,010101,4,4,01,20250150090861101,1,1,1,1,2, ,2,64, ,5, , , ,1,1,1, , , , , , , , , , ,2,292.797341172932
2025,01,015009,086,11,010101,4,4,02,20250150090861102,3,1,3,1,2, ,2,25, ,6, , , ,2,2,2, , , , , , , , , , ,2,426.265172601004
2025,01,015009,121,11,010101,4,4,01,20250150091211101,1,0,1,1,2, ,2,62, ,3, , , ,1,1,1, , , , , , , , , , ,2,292.797341172932
2025,01,015009,130,11,010101,4,4,01,20250150091301101,1,0,1,1,2, ,2,76, ,3, , , ,1,1,1, , , , , , , , , , ,2,214.439745409305
2025,01,015024,026,11,010101,4,4,01,20240150240261101,1,1,1,1,2, ,1,68, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,298.406048060072
2025,01,015024,026,11,010101,4,4,02,20240150240261102,2,1,2,1,2, ,2,56, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,413.360952244139
2025,01,015024,026,11,010101,4,4,03,20240150240261103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015024,039,11,010101,4,4,01,20240150240391101,1,0,1,1,2, ,2,56, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,413.360952244139
2025,01,015024,039,11,010101,4,4,02,20240150240391102,6,0,1,1,2, ,2,90, ,3, , , ,2,2,2,2,0, , , , , , , , ,2,302.738464107254
2025,01,015024,039,11,010101,4,4,03,20250150240391103,3,1,1,2, ,2,2,35, ,2, , , ,0,0,0, , , , , , , , , , ,2,601.786126024946
2025,01,015024,039,11,010101,4,4,04,20250150240391104,5,1,3,2, ,2,2,9, , ,2,10, ,0,0,0, , , ,11, , , , , , ,2,627.570826046348
2025,01,015024,039,11,010101,4,4,05,20250150240391105,5,1,3,2, ,2,1,2, , , , , ,0,0,0, , , , , , , , , , ,2,580.56783713253
2025,01,015024,069,11,010101,4,4,01,20240150240691101,1,1,1,1,2, ,2,27, ,6, , , ,1,1,1,1,0, , , , , , , , ,2,601.786126024946
2025,01,015024,069,11,010101,4,4,02,20240150240691102,3,1,3,1,2, ,1,2, , , , , ,0,2,0,2,0, , , , , , , , ,2,580.56783713253
2025,01,015024,069,11,010101,4,4,03,20240150240691103,11,0,1,1,2, ,2,18, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,537.882178489227
2025,01,015024,098,11,010101,4,4,01,20240150240981201,1,1,1,1,2, ,1,37, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,699.820159778489
2025,01,015024,098,11,010101,4,4,02,20240150240981202,2,1,2,1,2, ,2,30, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,601.786126024946
2025,01,015024,098,11,010101,4,4,03,20240150240981203,3,1,3,1,2, ,2,12, ,6,2,10, ,3,3,0,3,0, ,11, , , , , , ,2,627.570826046348
2025,01,015024,098,11,010101,4,4,04,20240150240981204,3,1,3,1,2, ,2,1, , , , , ,0,4,0,4,0, , , , , , , , ,2,627.570826046348
2025,01,015024,123,11,010101,4,4,01,20240150241231101,1,1,1,1,2, ,2,30, ,1, , , ,1,1,1,1,0, , , , , , , , ,2,601.786126024946
2025,01,015024,123,11,010101,4,4,02,20240150241231102,2,1,2,1,2, ,1,33, ,1, , , ,2,2,2,2,0, , , , , , , , ,2,699.820159778489
2025,01,015024,123,11,010101,4,4,03,20240150241231103,3,1,3,1,2, ,2,1, , , , , ,0,3,0,3,0, , , , , , , , ,2,627.570826046348
2025,01,015024,123,11,010101,4,4,04,20240150241231104,11,0,1,1,2, ,2,25, ,6, , , ,4,4,4,4,0, , , , , , , , ,2,601.786126024946
2025,01,015024,123,11,010101,4,4,05,20250150241231105,11,0,1,2, ,2,1,18, ,6, , , ,0,0,0, , , , , , , , , , ,2,574.888738358489
2025,01,015029,003,11,010110,4,5,01,20240150290031101,1,0,1,1,2, ,2,66, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,302.73846408818
2025,01,015029,003,11,010110,4,5,02,20240150290031102,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015029,003,11,010110,4,5,03,20240150290031103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015029,003,11,010110,4,5,04,20240150290031104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015029,003,11,010110,4,5,05,20240150290031105,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015029,017,11,010110,4,5,01,20240150290171101,1,1,1,1,2, ,2,63, ,5, , , ,1,1,1,1,0, , , , , , , , ,2,413.360952218095
2025,01,015029,017,11,010110,4,5,02,20240150290171102,3,1,3,1,2, ,1,41, ,6, , , ,2,2,2,2,0, , , , , , , , ,2,699.820159734398
2025,01,015029,017,11,010110,4,5,03,20240150290171103,3,1,3,1,2, ,1,21, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,574.888738322269
2025,01,015029,017,11,010110,4,5,04,20240150290171104,3,2,1,1,2, ,2,19, ,6, , , ,4,4,4,4,0, , , , , , , , ,2,537.882178455338
2025,01,015029,017,11,010110,4,5,05,20240150290171105,5,2,3,1,2, ,2,4, , , , , ,5,5,0,5,0, , , , , , , , ,2,627.570826006809
2025,01,015029,047,11,010110,4,5,01,20240150290471101,1,1,1,1,2, ,1,59, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,470.840899775354
2025,01,015029,047,11,010110,4,5,02,20240150290471102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,413.360952218095
2025,01,015029,047,11,010110,4,5,03,20240150290471104,3,1,3,1,2, ,1,19, ,6, , , ,3,3,3,4,0, , , , , , , , ,2,574.888738322269
2025,01,015029,047,11,010110,4,5,04,20250150290471104,6,0,1,2, ,2,2,84, ,2, , , ,0,0,0, , , , , , , , , , ,2,302.73846408818
2025,01,015029,047,11,010110,4,5,05,20240150290471103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015040,009,11,010307,7,5,01,20250150400091101,1,0,1,1,2, ,2,78, ,3, , , ,1,1,1, , , , , , , , , , ,2,446.831512717908
2025,01,015040,009,11,010307,7,5,02,20250150400091102,3,0,1,1,2, ,1,32, ,5, , , ,2,2,2, , , , , , , , , , ,2,1032.91037545043
2025,01,015040,056,11,010307,7,5,01,20250150400561101,1,0,1,1,2, ,2,74, ,5, , , ,1,1,1, , , , , , , , , , ,2,446.831512717908
2025,01,015040,077,11,010307,7,5,01,20250150400771101,1,1,1,1,2, ,1,25, ,1, , , ,1,1,1, , , , , , , , , , ,2,1032.91037545043
2025,01,015040,077,11,010307,7,5,02,20250150400771102,2,1,2,1,2, ,2,25, ,1, , , ,2,2,2, , , , , , , , , , ,2,888.215528929658
2025,01,015040,077,11,010307,7,5,03,20250150400771103,3,1,3,1,2, ,1,6, , ,2,10, ,3,3,0, , , ,11, , , , , , ,2,856.898067664725
2025,01,015040,077,11,010307,7,5,04,20250150400771104,3,1,3,1,2, ,1,2, , , , , ,0,4,0, , , , , , , , , , ,2,856.898067664725
2025,01,015040,099,11,010307,7,5,01,20250150400991101,1,0,1,1,2, ,2,26, ,6, , , ,1,1,1, , , , , , , , , , ,2,888.215528929658
2025,01,015040,099,11,010307,7,5,02,20250150400991102,11,0,1,1,2, ,1,34, ,6, , , ,2,2,2, , , , , , , , , , ,2,1032.91037545043
2025,01,015040,121,11,010307,7,5,01,20250150401211101,1,1,1,1,2, ,2,51, ,4, , , ,1,1,1, , , , , , , , , , ,2,610.106482948686
2025,01,015040,121,11,010307,7,5,02,20250150401211102,3,1,3,1,2, ,2,28, ,6, , , ,2,2,2, , , , , , , , , , ,2,888.215528929658
2025,01,015040,121,11,010307,7,5,03,20250150401211103,3,1,3,1,2, ,2,22, ,6, , , ,3,3,3, , , , , , , , , , ,2,793.895510394071
2025,01,015040,142,11,010307,7,5,01,20250150401421101,1,1,1,1,2, ,2,45, ,2, , , ,1,1,1, , , , , , , , , , ,2,610.106482948686
2025,01,015040,142,11,010307,7,5,02,20250150401421102,2,1,2,1,2, ,1,46, ,2, , , ,2,2,2, , , , , , , , , , ,2,694.944899485261
2025,01,015040,142,11,010307,7,5,03,20250150401421103,3,1,3,1,2, ,1,8, , ,2,10, ,3,3,0, , , ,11, , , , , , ,2,856.898067664725
2025,01,015040,142,11,010307,7,5,04,20250150401421104,6,2,1,1,2, ,1,84, ,2, , , ,4,4,4, , , , , , , , , , ,2,440.437016327123
2025,01,015040,142,11,010307,7,5,05,20250150401421105,6,2,2,1,2, ,2,77, ,2, , , ,5,5,5, , , , , , , , , , ,2,446.831512717908
2025,01,015052,003,11,010701,7,4,01,20250150520031101,1,0,1,1,2, ,2,69, ,5, , , ,1,1,1, , , , , , , , , , ,2,435.66072489996
2025,01,015052,014,11,010701,7,4,01,20250150520141101,1,1,1,1,2, ,1,44, ,1, , , ,1,1,1, , , , , , , , , , ,2,1007.08761606417
2025,01,015052,014,11,010701,7,4,02,20250150520141102,2,1,2,1,2, ,2,43, ,1, , , ,2,2,2, , , , , , , , , , ,2,866.010140706416
2025,01,015052,014,11,010701,7,4,03,20250150520141103,3,1,3,1,2, ,2,20, ,6, , , ,3,3,3, , , , , , , , , , ,2,774.048122634219
2025,01,015052,014,11,010701,7,4,04,20250150520141104,3,1,3,1,2, ,2,13, ,6,2,10, ,4,4,0, , , ,11, , , , , , ,2,903.116033860027
2025,01,015052,024,11,010701,7,4,01,20250150520241101,1,0,1,1,2, ,1,65, ,5, , , ,1,1,1, , , , , , , , , , ,2,429.426090918945
2025,01,015052,034,11,010701,7,4,01,20250150520341101,1,0,1,1,2, ,2,53, ,5, , , ,1,1,1, , , , , , , , , , ,2,594.853820874969
2025,01,015052,034,11,010701,7,4,02,20250150520341102,3,0,1,1,2, ,1,26, ,5, , , ,2,2,2, , , , , , , , , , ,2,1007.08761606417
2025,01,015052,042,11,010701,7,4,01,20250150520421101,1,1,1,1,2, ,1,58, ,2, , , ,1,1,1, , , , , , , , , , ,2,677.571276998129
2025,01,015052,042,11,010701,7,4,02,20250150520421102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2, , , , , , , , , , ,2,594.853820874969
2025,01,015052,042,11,010701,7,4,03,20250150520421103,3,1,3,1,2, ,1,18, ,6, , , ,3,3,3, , , , , , , , , , ,2,827.303016247555
2025,01,015052,042,11,010701,7,4,04,20250150520421104,3,1,3,1,2, ,2,16, ,6,2,10, ,4,4,4, , , ,11, , , , , , ,2,774.048122634219
2025,01,015052,042,11,010701,7,4,05,20250150520421105,3,1,3,1,2, ,1,14, ,6,1, ,24,5,5,5, , , , ,971,9211,130,150,1,0,2,827.303016247555
2025,01,015052,042,11,010701,7,4,06,20250150520421106,3,1,3,1,2, ,1,11, , ,1, ,15,6,6,0, , , , ,971,9211,111,111,1,1,2,835.475615973107
2025,01,015052,055,11,010701,7,4,01,20250150520551101,1,1,1,1,2, ,1,37, ,1, , , ,1,1,1, , , , , , , , , , ,2,1007.08761606417
2025,01,015052,055,11,010701,7,4,02,20250150520551102,2,1,2,1,2, ,2,31, ,1, , , ,2,2,2, , , , , , , , , , ,2,866.010140706416
2025,01,015052,055,11,010701,7,4,03,20250150520551103,3,1,3,1,2, ,1,11, , ,2,9, ,3,3,0, , , ,9, , , , , , ,2,835.475615973107
2025,01,015052,055,11,010701,7,4,04,20250150520551104,3,1,3,1,2, ,1,3, , , , , ,4,4,0, , , , , , , , , , ,2,835.475615973107
2025,01,015080,009,11,010101,4,8,01,20250150800091101,1,0,1,1,2, ,1,51, ,5, , , ,1,1,1, , , , , , , , , , ,2,352.287203223682
2025,01,015080,009,11,010101,4,8,02,20250150800091102,10,1,1,2, ,2,2,44, ,5, , , ,0,0,0, , , , , , , , , , ,2,450.261545596262
2025,01,015080,009,11,010101,4,8,03,20250150800091103,7,1,3,2, ,2,2,20, ,6, , , ,0,0,0, , , , , , , , , , ,2,402.448063459017
2025,01,015080,009,11,010101,4,8,04,20250150800091104,7,1,3,2, ,2,1,18, ,6, , , ,0,0,0, , , , , , , , , , ,2,430.136689240403
2025,01,015080,010,11,010101,4,8,01,20250150800101101,1,1,1,1,2, ,1,60, ,1, , , ,1,1,1, , , , , , , , , , ,2,352.287203223682
2025,01,015080,010,11,010101,4,8,02,20250150800101102,2,1,2,1,2, ,2,62, ,1, , , ,2,2,2, , , , , , , , , , ,2,309.280213015202
2025,01,015080,010,11,010101,4,8,03,20250150800101103,3,1,3,1,2, ,2,24, ,6, , , ,3,3,3, , , , , , , , , , ,2,402.448063459017
2025,01,015080,012,11,010101,4,8,01,20250150800121101,1,0,1,1,2, ,2,81, ,3, , , ,1,1,1, , , , , , , , , , ,2,226.51151773931
2025,01,015080,064,11,010101,4,8,01,20250150800641101,1,0,1,1,2, ,2,69, ,3, , , ,1,1,1, , , , , , , , , , ,2,226.51151773931
2025,01,015080,065,11,010101,4,8,01,20250150800651101,1,1,1,1,2, ,1,80, ,2, , , ,1,1,1, , , , , , , , , , ,2,223.269966860669
2025,01,015080,065,11,010101,4,8,02,20250150800651102,2,1,2,1,2, ,2,73, ,2, , , ,2,2,2, , , , , , , , , , ,2,226.51151773931
2025,01,015080,066,11,010101,4,8,01,20250150800661101,1,1,1,1,2, ,1,59, ,1, , , ,1,1,1, , , , , , , , , , ,2,352.287203223682
2025,01,015080,066,11,010101,4,8,02,20250150800661102,2,1,2,1,2, ,2,52, ,1, , , ,2,2,2, , , , , , , , , , ,2,309.280213015202
2025,01,015080,067,11,010101,4,8,01,20250150800671101,1,1,1,1,2, ,1,46, ,1, , , ,1,1,1, , , , , , , , , , ,2,352.287203223682
2025,01,015080,067,11,010101,4,8,02,20250150800671102,2,1,2,1,2, ,2,42, ,1, , , ,2,2,2, , , , , , , , , , ,2,450.261545596262
2025,01,015080,067,11,010101,4,8,03,20250150800671103,3,1,3,1,2, ,1,11, , ,1, ,15,3,3,0, , , , ,971,9211,130,150,1,1,2,434.385839696037
2025,01,015080,068,11,010101,4,8,01,20250150800681101,1,1,1,1,2, ,1,42, ,1, , , ,1,1,1, , , , , , , , , , ,2,523.611451235457
2025,01,015080,068,11,010101,4,8,02,20250150800681102,2,1,2,1,2, ,2,56, ,1, , , ,2,2,2, , , , , , , , , , ,2,309.280213015202
2025,01,015080,068,11,010101,4,8,03,20250150800681103,10,2,1,2, ,2,2,24, ,1, , , ,0,0,0, , , , , , , , , , ,2,402.448063459017
2025,01,015080,068,11,010101,4,8,04,20250150800681104,10,2,3,2, ,2,1,7, , ,2,10, ,0,0,0, , , ,11, , , , , , ,2,434.385839696037
2025,01,015084,069,11,010504,4,7,01,20250150840691101,1,1,1,1,2, ,1,62, ,2, , , ,1,1,1, , , , , , , , , , ,2,352.287203229815
2025,01,015084,069,11,010504,4,7,02,20250150840691102,2,1,2,1,2, ,2,56, ,2, , , ,2,2,2, , , , , , , , , , ,2,309.280213020586
2025,01,015084,070,11,010504,4,7,01,20250150840701101,1,1,1,1,2, ,1,32, ,1, , , ,1,1,1, , , , , , , , , , ,2,523.611451244572
2025,01,015084,070,11,010504,4,7,02,20250150840701102,2,1,2,1,2, ,2,27, ,1, , , ,2,2,2, , , , , , , , , , ,2,450.2615456041
2025,01,015084,070,11,010504,4,7,03,20250150840701103,3,1,3,1,2, ,1,12, ,6,1, ,24,3,3,0, , , , ,971,9211,111,113,1,1,2,434.385839703599
2025,01,015084,070,11,010504,4,7,04,20250150840701104,3,1,3,1,2, ,1,6, , ,2,10, ,4,4,0, , , ,11, , , , , , ,2,434.385839703599
2025,01,015084,071,11,010504,4,7,01,20250150840711101,1,1,1,1,2, ,1,31, ,1, , , ,1,1,1, , , , , , , , , , ,2,523.611451244572
2025,01,015084,071,11,010504,4,7,02,20250150840711102,2,1,2,1,2, ,2,25, ,1, , , ,2,2,2, , , , , , , , , , ,2,450.2615456041
2025,01,015084,071,11,010504,4,7,03,20250150840711103,3,1,3,1,2, ,1,8, , ,1, ,8,3,3,0, , , , ,971,9211,111,113,1,1,2,434.385839703599
2025,01,015084,072,11,010504,4,7,01,20250150840721101,1,1,1,1,2, ,2,43, ,3, , , ,1,1,1, , , , , , , , , , ,2,450.2615456041
2025,01,015084,072,11,010504,4,7,02,20250150840721102,3,1,3,1,2, ,2,26, ,6, , , ,2,2,2, , , , , , , , , , ,2,450.2615456041
2025,01,015084,167,11,010504,4,7,01,20250150841671101,1,1,1,1,2, ,1,31, ,1, , , ,1,1,1, , , , , , , , , , ,2,523.611451244572
2025,01,015084,167,11,010504,4,7,02,20250150841671102,2,1,2,1,2, ,2,30, ,1, , , ,2,2,2, , , , , , , , , , ,2,450.2615456041
2025,01,015084,167,11,010504,4,7,03,20250150841671103,3,1,3,1,2, ,1,14, ,6,1, ,32,3,3,3, , , , ,971,9211,111,113,1,1,2,430.136689247891
2025,01,015084,167,11,010504,4,7,04,20250150841671104,3,1,3,1,2, ,2,10, , ,2,10, ,4,4,0, , , ,11, , , , , , ,2,469.553879512266
2025,01,015084,167,11,010504,4,7,05,20250150841671105,6,0,1,1,2, ,1,72, ,3, , , ,5,5,5, , , , , , , , , , ,2,223.269966864556
2025,01,015084,168,11,010504,4,7,01,20250150841681101,1,1,1,1,2, ,1,47, ,1, , , ,1,1,1, , , , , , , , , , ,2,352.287203229815
2025,01,015084,168,11,010504,4,7,02,20250150841681102,2,1,2,1,2, ,2,42, ,1, , , ,2,2,2, , , , , , , , , , ,2,450.2615456041
2025,01,015084,168,11,010504,4,7,03,20250150841681103,3,1,3,1,2, ,1,22, ,6, , , ,3,3,3, , , , , , , , , , ,2,430.136689247891
2025,01,015084,168,11,010504,4,7,04,20250150841681104,3,1,3,1,2, ,1,16, ,6,1, ,48,4,4,4, , , , ,971,9211,111,113,1,1,2,430.136689247891
2025,01,015084,169,11,010504,4,7,01,20250150841691101,1,1,1,1,2, ,1,43, ,1, , , ,1,1,1, , , , , , , , , , ,2,523.611451244572
2025,01,015084,169,11,010504,4,7,02,20250150841691102,2,1,2,1,2, ,2,37, ,1, , , ,2,2,2, , , , , , , , , , ,2,450.2615456041
2025,01,015084,169,11,010504,4,7,03,20250150841691103,3,1,3,1,2, ,2,15, ,6,1, ,21,3,3,3, , , , ,971,9211,122,146,1,0,2,402.448063466023
2025,01,015084,169,11,010504,4,7,04,20250150841691104,3,1,3,1,2, ,1,12, ,6,1, ,24,4,4,0, , , , ,971,9211,111,111,1,1,2,434.385839703599
2025,01,015084,169,11,010504,4,7,05,20250150841691105,3,1,3,1,2, ,1,11, , ,1, ,14,5,5,0, , , , ,971,9211,111,111,1,1,2,434.385839703599
2025,01,015084,170,11,010504,4,7,01,20250150841701101,1,0,1,1,2, ,2,68, ,5, , , ,1,1,1, , , , , , , , , , ,2,226.511517743254
2025,01,015095,024,11,010501,4,6,01,20250150950241101,1,0,1,1,2, ,2,72, ,4, , , ,1,1,1, , , , , , , , , , ,2,226.51151773931
2025,01,015095,049,11,010501,4,6,01,20250150950491101,1,0,1,1,2, ,2,50, ,6, , , ,1,1,1, , , , , , , , , , ,2,309.280213015202
2025,01,015095,086,11,010501,4,6,01,20250150950861101,1,0,1,1,2, ,2,84, ,3, , , ,1,1,1, , , , , , , , , , ,2,226.51151773931
2025,01,015095,086,11,010501,4,6,02,20250150950861102,5,0,1,1,2, ,2,27, ,6, , , ,2,2,2, , , , , , , , , , ,2,450.261545596262
2025,01,015095,086,11,010501,4,6,03,20250150950861103,5,0,1,1,2, ,1,25, ,6, , , ,3,3,3, , , , , , , , , , ,2,523.611451235457
2025,01,015095,098,11,010501,4,6,01,20250150950981101,1,0,1,1,2, ,2,73, ,6, , , ,1,1,1, , , , , , , , , , ,2,226.51151773931
2025,01,015095,123,11,010501,4,6,01,20250150951231101,1,1,1,1,2, ,2,34, ,5, , , ,1,1,1, , , , , , , , , , ,2,450.261545596262
2025,01,015095,123,11,010501,4,6,02,20250150951231102,3,1,3,1,2, ,2,14, ,6,2,10, ,2,2,2, , , ,11, , , , , , ,2,402.448063459017
2025,01,015095,123,11,010501,4,6,03,20250150951231103,3,1,3,1,2, ,1,9, , ,1, ,8,3,3,0, , , , ,945,9629,5520,5610,1,1,2,434.385839696037
2025,01,015095,123,11,010501,4,6,04,20250150951231104,3,1,3,1,2, ,1,2, , , , , ,0,4,0, , , , , , , , , , ,2,434.385839696037
2025,01,015095,144,11,010501,4,6,01,20250150951441101,1,1,1,1,2, ,1,48, ,1, , , ,1,1,1, , , , , , , , , , ,2,352.287203223682
2025,01,015095,144,11,010501,4,6,02,20250150951441102,2,1,2,1,2, ,2,45, ,1, , , ,2,2,2, , , , , , , , , , ,2,309.280213015202
2025,01,015095,144,11,010501,4,6,03,20250150951441103,3,1,3,1,2, ,1,9, , ,2,10, ,3,3,0, , , ,11, , , , , , ,2,434.385839696037
2025,01,015103,009,11,010109,4,8,01,20230151030091101,1,1,1,1,2, ,1,60, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,352.287203223682
2025,01,015103,009,11,010109,4,8,02,20230151030091102,2,1,2,1,2, ,2,59, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,309.280213015202
2025,01,015103,009,11,010109,4,8,03,20230151030091103,3,1,3,1,2, ,1,25, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,523.611451235457
2025,01,015103,010,11,010109,4,8,01,20250151030101101,1,1,1,1,2, ,1,40, ,1, , , ,1,1,1, ,1, , , , , , , , ,2,523.611451235457
2025,01,015103,010,11,010109,4,8,02,20250151030101102,2,1,2,1,2, ,2,33, ,1, , , ,2,2,2, ,1, , , , , , , , ,2,450.261545596262
2025,01,015103,010,11,010109,4,8,03,20250151030101103,3,1,3,1,2, ,2,9, , ,1, ,14,3,3,0, ,1, , ,971,9211,122,146,1,1,2,469.553879504092
2025,01,015103,010,11,010109,4,8,04,20250151030101104,3,1,3,1,2, ,1,5, , ,2,10, ,4,4,0, ,1, ,11, , , , , , ,2,434.385839696037
2025,01,015103,011,11,010109,4,8,01,20230151030111101,1,1,1,1,2, ,1,57, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,352.287203223682
2025,01,015103,011,11,010109,4,8,02,20230151030111102,2,1,2,1,2, ,2,56, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,309.280213015202
2025,01,015103,011,11,010109,4,8,03,20230151030111103,3,1,3,1,2, ,1,24, ,6, , , ,3,3,3,3,0, , , , , , , , ,2,430.136689240403
2025,01,015103,011,11,010109,4,8,04,20230151030111104,3,1,3,1,2, ,2,22, ,6, , , ,4,4,4,4,0, , , , , , , , ,2,402.448063459017
2025,01,015103,012,11,010109,4,8,01,20230151030121101,1,1,1,1,2, ,1,47, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,352.287203223682
2025,01,015103,012,11,010109,4,8,02,20230151030121102,2,1,2,1,2, ,2,42, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,450.261545596262
2025,01,015103,012,11,010109,4,8,03,20230151030121104,3,1,3,1,2, ,1,16, ,6,1, ,48,3,3,3,4,0, , ,983,9313,4520,4100,1,1,2,430.136689240403
2025,01,015103,012,11,010109,4,8,04,20230151030121105,3,1,3,1,2, ,2,13, ,6,1, ,26,4,4,0,5,0, , ,971,9211,130,150,1,1,2,469.553879504092
2025,01,015103,012,11,010109,4,8,05,20230151030121106,3,1,3,1,2, ,2,10, , ,1, ,14,5,5,0,6,0, , ,971,9211,122,146,1,1,2,469.553879504092
2025,01,015103,012,11,010109,4,8,06,20230151030121107,3,1,3,1,2, ,2,8, , ,1, ,10,6,6,0,7,0, , ,971,9211,122,146,1,1,2,469.553879504092
2025,01,015103,012,11,010109,4,8,07,20230151030121108,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015103,012,11,010109,4,8,08,20240151030121109,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015103,012,11,010109,4,8,09,20230151030121103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015103,019,11,010109,4,8,01,20230151030191101,1,1,1,1,2, ,1,64, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,352.287203223682
2025,01,015103,019,11,010109,4,8,02,20230151030191102,2,1,2,1,2, ,2,63, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,309.280213015202
2025,01,015103,019,11,010109,4,8,03,20240151030191103,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
2025,01,015103,020,11,010109,4,8,01,20230151030201101,1,1,1,1,2, ,1,62, ,2, , , ,1,1,1,1,0, , , , , , , , ,2,352.287203223682
2025,01,015103,020,11,010109,4,8,02,20230151030201102,2,1,2,1,2, ,2,50, ,2, , , ,2,2,2,2,0, , , , , , , , ,2,309.280213015202
2025,01,015103,020,11,010109,4,8,03,20230151030201103,3,1,3,1,2, ,1,11, , ,1, ,14,3,3,0,3,0, , ,971,9211,122,146,1,1,2,434.385839696037
2025,01,015103,020,11,010109,4,8,04,20230151030201104,0, , , , , , , , , , , , , , , , , ,2, , , , , , , ,2, 
